YY	MM	DD	HH	"1"	"2"
routed discharge [mm per subbasi] routing_model
2004	 5	14	24	1.85670	1.74099
2004	 5	15	24	3.11954	2.29621
2004	 5	16	24	2.80529	2.63295
2004	 5	17	24	2.41518	2.38675
2004	 5	18	24	2.05605	2.13971
2004	 5	19	24	1.77335	1.94020
2004	 5	20	24	1.55837	1.78158
2004	 5	21	24	1.42999	1.65205
2004	 5	22	24	1.60259	1.57818
2004	 5	23	24	2.58053	2.25607
2004	 5	24	24	2.42882	2.61524
2004	 5	25	24	2.14751	2.38969
2004	 5	26	24	1.85964	2.13985
2004	 5	27	24	1.63406	1.94249
2004	 5	28	24	1.46221	1.78231
2004	 5	29	24	1.32701	1.64848
2004	 5	30	24	1.21995	1.53402
2004	 5	31	24	1.13454	1.43397
2004	 6	 1	24	1.06496	1.34689
2004	 6	 2	24	1.01943	1.29540
2004	 6	 3	24	0.98846	1.29678
2004	 6	 4	24	0.95290	1.22889
2004	 6	 5	24	0.91880	1.17555
2004	 6	 6	24	0.88816	1.13033
2004	 6	 7	24	0.85658	1.07670
2004	 6	 8	24	0.82633	1.02716
2004	 6	 9	24	0.79917	0.98210
2004	 6	10	24	0.77533	0.94105
2004	 6	11	24	0.78803	0.90325
2004	 6	12	24	0.80276	1.01139
2004	 6	13	24	0.80610	0.99517
2004	 6	14	24	0.78513	0.96390
2004	 6	15	24	0.76254	0.92848
2004	 6	16	24	0.74215	0.89750
2004	 6	17	24	0.72276	0.86470
2004	 6	18	24	0.71311	0.87432
2004	 6	19	24	0.70270	0.84362
2004	 6	20	24	0.68656	0.81776
2004	 6	21	24	0.67097	0.78905
2004	 6	22	24	0.65607	0.76314
2004	 6	23	24	0.64370	0.73896
2004	 6	24	24	0.63012	0.71557
2004	 6	25	24	0.61693	0.69348
2004	 6	26	24	0.60436	0.67266
2004	 6	27	24	0.59239	0.65305
2004	 6	28	24	0.58151	0.63466
2004	 6	29	24	0.57064	0.61727
2004	 6	30	24	0.56026	0.60087
2004	 7	 1	24	0.55908	0.58516
2004	 7	 2	24	0.55592	0.57472
2004	 7	 3	24	0.54694	0.56045
2004	 7	 4	24	0.53785	0.54933
2004	 7	 5	24	0.52878	0.53642
2004	 7	 6	24	0.51970	0.52428
2004	 7	 7	24	0.51064	0.51217
2004	 7	 8	24	1.71793	2.44384
2004	 7	 9	24	1.69909	2.23200
2004	 7	10	24	1.47498	2.02545
2004	 7	11	24	1.30933	1.86403
2004	 7	12	24	1.27437	1.85200
2004	 7	13	24	1.18989	1.78303
2004	 7	14	24	1.10030	1.65119
2004	 7	15	24	1.02046	1.54427
2004	 7	16	24	0.95954	1.46322
2004	 7	17	24	0.91154	1.40307
2004	 7	18	24	0.87290	1.35047
2004	 7	19	24	0.83855	1.29516
2004	 7	20	24	0.80655	1.24093
2004	 7	21	24	0.77962	1.19252
2004	 7	22	24	1.66538	2.17478
2004	 7	23	24	1.71812	2.50362
2004	 7	24	24	1.55454	2.24661
2004	 7	25	24	1.36635	2.00736
2004	 7	26	24	1.28083	1.81327
2004	 7	27	24	1.15693	1.67795
2004	 7	28	24	1.05728	1.54740
2004	 7	29	24	0.97732	1.43877
2004	 7	30	24	0.91122	1.34810
2004	 7	31	24	0.85711	1.27119
2004	 8	 1	24	0.81211	1.20500
2004	 8	 2	24	0.77484	1.14730
2004	 8	 3	24	0.74201	1.09624
2004	 8	 4	24	0.71345	1.05046
2004	 8	 5	24	0.68831	1.00904
2004	 8	 6	24	0.66643	0.97107
2004	 8	 7	24	0.64610	0.93582
2004	 8	 8	24	0.62753	0.90299
2004	 8	 9	24	0.61047	0.87236
2004	 8	10	24	0.59463	0.84341
2004	 8	11	24	0.57984	0.81608
2004	 8	12	24	0.67398	0.84362
2004	 8	13	24	0.72760	1.09311
2004	 8	14	24	0.75428	1.11923
2004	 8	15	24	0.73513	1.09331
2004	 8	16	24	0.70829	1.05484
2004	 8	17	24	0.77757	1.01272
2004	 8	18	24	0.73482	0.97378
2004	 8	19	24	0.69529	0.93711
2004	 8	20	24	0.66271	0.90483
2004	 8	21	24	0.63479	0.87128
2004	 8	22	24	0.61018	0.84035
2004	 8	23	24	0.58859	0.81148
2004	 8	24	24	0.69278	0.80526
2004	 8	25	24	0.69474	0.94246
2004	 8	26	24	1.03548	1.41169
2004	 8	27	24	1.07088	1.58511
2004	 8	28	24	0.99505	1.43370
2004	 8	29	24	0.90014	1.30610
2004	 8	30	24	0.86064	1.25343
2004	 8	31	24	0.80979	1.20567
2004	 9	 1	24	0.75920	1.12294
2004	 9	 2	24	0.71075	1.05374
2004	 9	 3	24	0.67077	0.99446
2004	 9	 4	24	0.63793	0.94256
2004	 9	 5	24	0.60918	0.89694
2004	 9	 6	24	0.58444	0.85658
2004	 9	 7	24	0.56292	0.82053
2004	 9	 8	24	0.54398	0.78810
2004	 9	 9	24	0.52760	0.75874
2004	 9	10	24	0.51248	0.73192
2004	 9	11	24	0.49876	0.70708
2004	 9	12	24	0.50845	0.68442
2004	 9	13	24	0.50074	0.69084
2004	 9	14	24	0.49182	0.67038
2004	 9	15	24	0.47870	0.65048
2004	 9	16	24	0.46686	0.63163
2004	 9	17	24	0.45573	0.61384
2004	 9	18	24	0.44548	0.59707
2004	 9	19	24	0.43601	0.58124
2004	 9	20	24	0.42721	0.56623
2004	 9	21	24	0.49524	0.57474
2004	 9	22	24	1.03884	1.21049
2004	 9	23	24	1.66269	2.06634
2004	 9	24	24	2.03186	2.44807
2004	 9	25	24	2.17214	2.49360
2004	 9	26	24	1.79543	2.14050
2004	 9	27	24	1.48427	1.85350
2004	 9	28	24	1.26985	1.66317
2004	 9	29	24	1.64002	1.95559
2004	 9	30	24	1.50206	1.94058
2004	10	 1	24	1.31156	1.73500
2004	10	 2	24	1.17162	1.61891
2004	10	 3	24	1.05690	1.52340
2004	10	 4	24	0.96083	1.41108
2004	10	 5	24	0.87834	1.31646
2004	10	 6	24	0.85119	1.23501
2004	10	 7	24	0.79379	1.18123
2004	10	 8	24	0.74555	1.12098
2004	10	 9	24	0.70443	1.07040
2004	10	10	24	0.66982	1.02426
2004	10	11	24	0.64027	0.98295
2004	10	12	24	0.61551	0.94554
2004	10	13	24	0.59351	0.91143
2004	10	14	24	0.57416	0.87990
2004	10	15	24	0.56174	0.85046
2004	10	16	24	0.55411	0.84092
2004	10	17	24	0.55064	0.85991
2004	10	18	24	0.54377	0.83263
2004	10	19	24	0.52960	0.80632
2004	10	20	24	0.51643	0.78166
2004	10	21	24	0.50516	0.75979
2004	10	22	24	0.49403	0.73787
2004	10	23	24	0.48329	0.71677
2004	10	24	24	0.47306	0.69658
2004	10	25	24	0.46333	0.67733
2004	10	26	24	0.50123	0.66906
2004	10	27	24	0.50422	0.71281
2004	10	28	24	0.50080	0.70028
2004	10	29	24	0.49020	0.68499
2004	10	30	24	0.48804	0.71868
2004	10	31	24	0.49267	0.74927
2004	11	 1	24	0.48876	0.72731
2004	11	 2	24	0.47586	0.70558
2004	11	 3	24	0.46386	0.68422
2004	11	 4	24	0.45238	0.66331
2004	11	 5	24	0.44196	0.64406
2004	11	 6	24	0.61098	0.81369
2004	11	 7	24	1.09662	1.20280
2004	11	 8	24	1.59052	1.29026
2004	11	 9	24	2.79177	1.30652
2004	11	10	24	2.09853	1.20940
2004	11	11	24	1.87041	1.51115
2004	11	12	24	1.90760	2.06401
2004	11	13	24	1.89496	2.12497
2004	11	14	24	1.61079	1.88471
2004	11	15	24	1.37791	1.68263
2004	11	16	24	2.02044	2.44595
2004	11	17	24	2.37607	3.68466
2004	11	18	24	5.67512	7.61775
2004	11	19	24	4.83776	6.30396
2004	11	20	24	3.85760	5.19443
2004	11	21	24	3.21240	4.41747
2004	11	22	24	4.91872	5.34101
2004	11	23	24	5.33295	6.51036
2004	11	24	24	4.46615	6.11593
2004	11	25	24	3.66788	5.25819
2004	11	26	24	3.10089	4.60963
2004	11	27	24	2.89818	4.42934
2004	11	28	24	2.70960	4.56268
2004	11	29	24	2.46854	4.23804
2004	11	30	24	2.21706	3.92273
2004	12	 1	24	2.09325	3.70062
2004	12	 2	24	1.96426	3.64734
2004	12	 3	24	1.78536	3.26724
2004	12	 4	24	1.61003	2.95820
2004	12	 5	24	1.48118	2.74853
2004	12	 6	24	1.37939	2.56494
2004	12	 7	24	1.28566	2.38555
2004	12	 8	24	1.20216	2.22152
2004	12	 9	24	1.13908	2.11785
2004	12	10	24	1.10830	2.10579
2004	12	11	24	1.11100	2.17824
2004	12	12	24	1.09815	2.13212
2004	12	13	24	1.04414	1.96219
2004	12	14	24	0.98352	1.81043
2004	12	15	24	0.92831	1.67842
2004	12	16	24	0.88104	1.56649
2004	12	17	24	0.87171	1.46562
2004	12	18	24	1.24140	1.37640
2004	12	19	24	1.16495	1.29761
2004	12	20	24	1.13830	1.22764
2004	12	21	24	1.10172	1.16559
2004	12	22	24	1.03844	1.11445
2004	12	23	24	1.14013	1.06181
2004	12	24	24	1.16940	1.19879
2004	12	25	24	1.43094	1.66071
2004	12	26	24	2.43734	1.98580
2004	12	27	24	2.26676	1.89615
2004	12	28	24	1.97521	1.74968
2004	12	29	24	1.78919	1.61988
2004	12	30	24	1.65095	1.52442
2004	12	31	24	1.81595	1.70767
2005	 1	 1	24	1.85820	2.15638
2005	 1	 2	24	1.84729	2.47469
2005	 1	 3	24	2.47706	2.47622
2005	 1	 4	24	2.37657	2.54913
2005	 1	 5	24	2.59972	3.00487
2005	 1	 6	24	2.53900	3.31163
2005	 1	 7	24	2.52744	3.84321
2005	 1	 8	24	2.68596	4.83784
2005	 1	 9	24	2.71998	5.23587
2005	 1	10	24	2.63746	5.28183
2005	 1	11	24	2.51584	5.19094
2005	 1	12	24	2.35495	4.91044
2005	 1	13	24	2.32973	4.90501
2005	 1	14	24	2.16677	4.41176
2005	 1	15	24	1.92157	3.83502
2005	 1	16	24	1.70930	3.35836
2005	 1	17	24	1.53078	2.97622
2005	 1	18	24	1.37783	2.63179
2005	 1	19	24	1.30829	2.34399
2005	 1	20	24	4.60532	4.18841
2005	 1	21	24	5.32509	5.22908
2005	 1	22	24	4.97675	5.09738
2005	 1	23	24	4.37305	4.51998
2005	 1	24	24	3.65252	3.96602
2005	 1	25	24	3.06919	3.47613
2005	 1	26	24	2.60619	3.04643
2005	 1	27	24	2.23102	2.69281
2005	 1	28	24	1.93509	2.39436
2005	 1	29	24	1.69197	2.14153
2005	 1	30	24	1.49574	1.93110
2005	 1	31	24	2.00580	1.75594
2005	 2	 1	24	1.90676	1.60886
2005	 2	 2	24	2.21477	1.48447
2005	 2	 3	24	2.18774	1.38703
2005	 2	 4	24	2.04048	1.29942
2005	 2	 5	24	2.03964	1.22230
2005	 2	 6	24	2.01103	1.15339
2005	 2	 7	24	1.95785	1.09068
2005	 2	 8	24	1.88625	1.03529
2005	 2	 9	24	1.97185	0.98520
2005	 2	10	24	2.67663	0.94224
2005	 2	11	24	3.38948	0.95908
2005	 2	12	24	5.15808	2.05546
2005	 2	13	24	5.38861	3.00116
2005	 2	14	24	4.59143	2.93474
2005	 2	15	24	3.83173	2.67311
2005	 2	16	24	3.22597	2.41686
2005	 2	17	24	2.72701	2.18635
2005	 2	18	24	2.33020	1.98428
2005	 2	19	24	2.01697	1.81280
2005	 2	20	24	1.82376	1.66387
2005	 2	21	24	1.73333	1.53834
2005	 2	22	24	1.53875	1.43009
2005	 2	23	24	1.38556	1.33516
2005	 2	24	24	1.26601	1.25247
2005	 2	25	24	1.16685	1.17908
2005	 2	26	24	1.13190	1.11088
2005	 2	27	24	1.04389	1.05033
2005	 2	28	24	0.97002	0.99673
2005	 3	 1	24	0.92363	0.94912
2005	 3	 2	24	1.01084	0.90605
2005	 3	 3	24	1.11627	0.86683
2005	 3	 4	24	1.16527	0.83125
2005	 3	 5	24	1.22678	0.79878
2005	 3	 6	24	1.10507	0.76898
2005	 3	 7	24	1.06447	0.74159
2005	 3	 8	24	1.10192	0.71632
2005	 3	 9	24	1.24013	0.69289
2005	 3	10	24	1.37928	0.67107
2005	 3	11	24	1.82626	0.65068
2005	 3	12	24	2.12869	0.63157
2005	 3	13	24	2.02474	0.61357
2005	 3	14	24	2.09232	0.59698
2005	 3	15	24	2.52044	0.58430
2005	 3	16	24	3.54222	0.76049
2005	 3	17	24	5.81061	3.06200
2005	 3	18	24	9.42168	7.62232
2005	 3	19	24	8.03808	6.86615
2005	 3	20	24	6.82362	6.13884
2005	 3	21	24	6.08440	5.90074
2005	 3	22	24	5.68380	5.93031
2005	 3	23	24	5.63929	6.55232
2005	 3	24	24	6.20812	8.37637
2005	 3	25	24	7.34788	10.93039
2005	 3	26	24	7.60667	12.42907
2005	 3	27	24	7.62260	13.29352
2005	 3	28	24	7.46389	13.71754
2005	 3	29	24	7.33044	14.08761
2005	 3	30	24	6.99157	13.90483
2005	 3	31	24	6.42962	13.03403
2005	 4	 1	24	5.74296	11.68284
2005	 4	 2	24	5.34524	11.23945
2005	 4	 3	24	5.39024	12.07524
2005	 4	 4	24	5.73460	13.62369
2005	 4	 5	24	5.71340	13.65449
2005	 4	 6	24	5.18475	12.15131
2005	 4	 7	24	4.57855	10.60830
2005	 4	 8	24	3.93584	8.89853
2005	 4	 9	24	3.34609	7.25814
2005	 4	10	24	3.00893	6.56048
2005	 4	11	24	2.60888	5.40488
2005	 4	12	24	2.28948	4.60184
2005	 4	13	24	2.02135	3.92806
2005	 4	14	24	1.80109	3.38229
2005	 4	15	24	1.63303	2.96023
2005	 4	16	24	1.49379	2.62872
2005	 4	17	24	1.38510	2.36118
2005	 4	18	24	1.29410	2.15027
2005	 4	19	24	1.21559	1.96409
2005	 4	20	24	1.14977	1.80682
2005	 4	21	24	1.09066	1.67233
2005	 4	22	24	1.03915	1.55657
2005	 4	23	24	0.99385	1.45567
2005	 4	24	24	0.95488	1.36696
2005	 4	25	24	0.91865	1.28852
2005	 4	26	24	0.89055	1.23690
2005	 4	27	24	0.86329	1.17219
2005	 4	28	24	0.84219	1.13202
2005	 4	29	24	0.81876	1.07637
2005	 4	30	24	0.79380	1.02499
2005	 5	 1	24	0.77041	0.97781
2005	 5	 2	24	0.74919	0.93428
2005	 5	 3	24	0.72889	0.89433
2005	 5	 4	24	0.78488	0.95192
2005	 5	 5	24	0.81400	1.04089
2005	 5	 6	24	0.85440	1.01672
2005	 5	 7	24	0.96051	1.03042
2005	 5	 8	24	0.94523	1.11920
2005	 5	 9	24	0.91663	1.09228
2005	 5	10	24	0.87423	1.05409
2005	 5	11	24	0.83576	1.01540
2005	 5	12	24	0.80595	0.99311
2005	 5	13	24	0.77895	0.95523
2005	 5	14	24	0.75150	0.91734
2005	 5	15	24	0.72736	0.88240
2005	 5	16	24	1.03083	0.85832
2005	 5	17	24	1.00941	1.04109
2005	 5	18	24	0.97545	1.06809
2005	 5	19	24	0.92545	1.05980
2005	 5	20	24	0.87710	1.03109
2005	 5	21	24	0.83292	0.99736
2005	 5	22	24	0.79635	0.96665
2005	 5	23	24	1.22660	1.01807
2005	 5	24	24	1.17169	1.21065
2005	 5	25	24	1.09887	1.20211
2005	 5	26	24	1.01438	1.15855
2005	 5	27	24	0.94200	1.11025
2005	 5	28	24	0.88230	1.06545
2005	 5	29	24	0.83268	1.02117
2005	 5	30	24	0.79063	0.97969
2005	 5	31	24	0.75575	0.94136
2005	 6	 1	24	0.72430	0.90284
2005	 6	 2	24	0.69627	0.86691
2005	 6	 3	24	0.67137	0.83295
2005	 6	 4	24	0.64905	0.80137
2005	 6	 5	24	0.62895	0.77188
2005	 6	 6	24	0.61397	0.74456
2005	 6	 7	24	0.62067	0.78446
2005	 6	 8	24	0.62503	0.79624
2005	 6	 9	24	0.61598	0.77490
2005	 6	10	24	0.60127	0.75038
2005	 6	11	24	0.58690	0.72635
2005	 6	12	24	0.57259	0.70231
2005	 6	13	24	0.55891	0.67949
2005	 6	14	24	1.49842	1.73475
2005	 6	15	24	1.46902	1.75479
2005	 6	16	24	1.32024	1.72415
2005	 6	17	24	1.21303	1.68713
2005	 6	18	24	1.12322	1.62823
2005	 6	19	24	1.04522	1.55372
2005	 6	20	24	0.98253	1.49883
2005	 6	21	24	0.93406	1.45257
2005	 6	22	24	0.89051	1.39565
2005	 6	23	24	0.84943	1.33568
2005	 6	24	24	0.81155	1.27490
2005	 6	25	24	0.88063	1.24702
2005	 6	26	24	0.87225	1.31791
2005	 6	27	24	0.84239	1.25416
2005	 6	28	24	0.79902	1.19543
2005	 6	29	24	0.76230	1.14329
2005	 6	30	24	0.73306	1.09657
2005	 7	 1	24	0.98433	1.12635
2005	 7	 2	24	0.95450	1.22894
2005	 7	 3	24	0.89824	1.16831
2005	 7	 4	24	0.84259	1.14442
2005	 7	 5	24	1.55436	1.70832
2005	 7	 6	24	1.49338	1.88739
2005	 7	 7	24	1.37146	1.72572
2005	 7	 8	24	1.88713	2.12697
2005	 7	 9	24	1.73520	2.26565
2005	 7	10	24	1.51787	2.02352
2005	 7	11	24	1.32469	1.82285
2005	 7	12	24	1.17648	1.66091
2005	 7	13	24	1.06303	1.53116
2005	 7	14	24	0.97555	1.42250
2005	 7	15	24	0.90355	1.33057
2005	 7	16	24	0.84497	1.25197
2005	 7	17	24	0.79554	1.18204
2005	 7	18	24	0.75449	1.12044
2005	 7	19	24	0.94122	1.08014
2005	 7	20	24	1.06858	1.38661
2005	 7	21	24	1.47147	1.99555
2005	 7	22	24	1.47225	2.18357
2005	 7	23	24	1.33588	1.97010
2005	 7	24	24	1.19012	1.77801
2005	 7	25	24	1.07586	1.63593
2005	 7	26	24	0.98487	1.50825
2005	 7	27	24	0.91158	1.40089
2005	 7	28	24	0.84962	1.30794
2005	 7	29	24	0.97460	1.28393
2005	 7	30	24	1.10555	1.63505
2005	 7	31	24	1.07083	1.57883
2005	 8	 1	24	0.98525	1.46605
2005	 8	 2	24	0.92918	1.36098
2005	 8	 3	24	0.86307	1.27324
2005	 8	 4	24	0.80629	1.19638
2005	 8	 5	24	1.11274	1.21135
2005	 8	 6	24	1.09238	1.41543
2005	 8	 7	24	1.02410	1.34299
2005	 8	 8	24	0.93524	1.26416
2005	 8	 9	24	0.86133	1.18770
2005	 8	10	24	0.80032	1.11748
2005	 8	11	24	0.74874	1.05578
2005	 8	12	24	0.85763	1.00555
2005	 8	13	24	0.81367	1.04698
2005	 8	14	24	0.76985	1.00282
2005	 8	15	24	0.74230	1.02201
2005	 8	16	24	0.73415	1.10135
2005	 8	17	24	0.71456	1.04747
2005	 8	18	24	0.67776	0.99334
2005	 8	19	24	0.64583	0.94354
2005	 8	20	24	0.91552	1.20911
2005	 8	21	24	0.95757	1.41466
2005	 8	22	24	2.07968	2.72980
2005	 8	23	24	2.04791	2.70088
2005	 8	24	24	1.72886	2.32978
2005	 8	25	24	1.46662	2.04173
2005	 8	26	24	1.27520	1.82656
2005	 8	27	24	1.12908	1.65588
2005	 8	28	24	1.01687	1.51802
2005	 8	29	24	0.93058	1.40551
2005	 8	30	24	0.86025	1.31227
2005	 8	31	24	0.80289	1.23229
2005	 9	 1	24	0.75485	1.16194
2005	 9	 2	24	0.71485	1.09920
2005	 9	 3	24	0.67940	1.04255
2005	 9	 4	24	0.64842	0.99088
2005	 9	 5	24	0.62175	0.94365
2005	 9	 6	24	0.59749	0.90100
2005	 9	 7	24	0.57593	0.86218
2005	 9	 8	24	0.55662	0.82675
2005	 9	 9	24	0.53923	0.79437
2005	 9	10	24	1.50330	1.20831
2005	 9	11	24	1.44122	1.62168
2005	 9	12	24	2.92148	2.97582
2005	 9	13	24	2.43937	2.84405
2005	 9	14	24	1.97072	2.41566
2005	 9	15	24	1.81750	2.37575
2005	 9	16	24	2.16429	2.67957
2005	 9	17	24	2.00079	2.54612
2005	 9	18	24	1.70129	2.26681
2005	 9	19	24	1.46480	2.05005
2005	 9	20	24	1.29117	1.87145
2005	 9	21	24	1.15528	1.72225
2005	 9	22	24	1.04874	1.59619
2005	 9	23	24	0.96419	1.49084
2005	 9	24	24	0.89751	1.40136
2005	 9	25	24	0.84163	1.32384
2005	 9	26	24	0.79507	1.25536
2005	 9	27	24	0.75558	1.19378
2005	 9	28	24	0.72245	1.13825
2005	 9	29	24	0.78176	1.08718
2005	 9	30	24	0.78107	1.21467
2005	10	 1	24	0.98403	1.19401
2005	10	 2	24	1.15632	1.30792
2005	10	 3	24	1.08189	1.35488
2005	10	 4	24	0.99182	1.28033
2005	10	 5	24	0.90567	1.21198
2005	10	 6	24	0.83704	1.15015
2005	10	 7	24	0.78023	1.09489
2005	10	 8	24	0.73354	1.04493
2005	10	 9	24	0.69430	0.99892
2005	10	10	24	0.66152	0.95681
2005	10	11	24	0.63267	0.91760
2005	10	12	24	0.60736	0.88078
2005	10	13	24	0.58498	0.84665
2005	10	14	24	0.56509	0.81496
2005	10	15	24	0.54728	0.78557
2005	10	16	24	0.53158	0.75809
2005	10	17	24	0.51682	0.73229
2005	10	18	24	0.50323	0.70809
2005	10	19	24	0.49068	0.68533
2005	10	20	24	0.47903	0.66394
2005	10	21	24	0.46816	0.64388
2005	10	22	24	0.45826	0.62503
2005	10	23	24	0.44883	0.60733
2005	10	24	24	0.44760	0.62456
2005	10	25	24	0.44650	0.61079
2005	10	26	24	0.43893	0.59587
2005	10	27	24	0.43091	0.57991
2005	10	28	24	0.42287	0.56464
2005	10	29	24	0.41517	0.55013
2005	10	30	24	0.40801	0.53634
2005	10	31	24	0.40094	0.52323
2005	11	 1	24	0.39416	0.51074
2005	11	 2	24	0.38774	0.49904
2005	11	 3	24	0.38152	0.48764
2005	11	 4	24	0.37560	0.47704
2005	11	 5	24	0.36992	0.46679
2005	11	 6	24	0.36787	0.47303
2005	11	 7	24	0.36623	0.46427
2005	11	 8	24	0.36109	0.45465
2005	11	 9	24	0.35595	0.44514
2005	11	10	24	0.35077	0.43601
2005	11	11	24	0.34577	0.42724
2005	11	12	24	0.34092	0.41881
2005	11	13	24	0.33622	0.41071
2005	11	14	24	0.33167	0.40295
2005	11	15	24	0.32725	0.39542
2005	11	16	24	0.32563	0.39201
2005	11	17	24	0.33987	0.41409
2005	11	18	24	0.34703	0.41248
2005	11	19	24	0.34410	0.40791
2005	11	20	24	0.57707	0.40228
2005	11	21	24	0.67185	0.39931
2005	11	22	24	0.61690	0.39327
2005	11	23	24	0.54619	0.38688
2005	11	24	24	0.49356	0.38054
2005	11	25	24	0.45384	0.37425
2005	11	26	24	0.53969	0.36800
2005	11	27	24	0.49209	0.36215
2005	11	28	24	0.46189	0.35614
2005	11	29	24	0.46349	0.35024
2005	11	30	24	0.44757	0.34491
2005	12	 1	24	0.45073	0.33965
2005	12	 2	24	0.43477	0.33494
2005	12	 3	24	0.54942	0.32968
2005	12	 4	24	0.73517	0.32457
2005	12	 5	24	0.70692	0.32186
2005	12	 6	24	0.67082	0.31819
2005	12	 7	24	0.62364	0.32750
2005	12	 8	24	0.62353	0.32519
2005	12	 9	24	0.56001	0.32714
2005	12	10	24	0.51256	0.32364
2005	12	11	24	0.47228	0.31993
2005	12	12	24	0.48705	0.31560
2005	12	13	24	0.46729	0.32983
2005	12	14	24	0.50035	0.32988
2005	12	15	24	1.40803	0.32868
2005	12	16	24	2.22391	0.36220
2005	12	17	24	1.63662	0.36866
2005	12	18	24	1.27564	0.37024
2005	12	19	24	1.21237	0.36908
2005	12	20	24	1.77531	0.36615
2005	12	21	24	1.50874	0.36294
2005	12	22	24	1.63546	0.36054
2005	12	23	24	1.84002	0.36842
2005	12	24	24	2.17161	0.41945
2005	12	25	24	1.84765	0.45124
2005	12	26	24	1.60668	0.44135
2005	12	27	24	1.33088	0.42699
2005	12	28	24	1.10737	0.41410
2005	12	29	24	0.93970	0.40273
2005	12	30	24	0.88322	0.39272
2005	12	31	24	0.84967	0.38388
2006	 1	 1	24	0.96408	0.37592
2006	 1	 2	24	0.97007	0.36915
2006	 1	 3	24	0.94133	0.36369
2006	 1	 4	24	0.81536	0.35751
2006	 1	 5	24	0.71967	0.35168
2006	 1	 6	24	0.67375	0.34614
2006	 1	 7	24	0.63772	0.34197
2006	 1	 8	24	0.58599	0.33670
2006	 1	 9	24	0.70658	0.33192
2006	 1	10	24	0.82828	0.33977
2006	 1	11	24	1.02726	0.38166
2006	 1	12	24	0.98749	0.42034
2006	 1	13	24	0.92071	0.40765
2006	 1	14	24	0.90652	0.41918
2006	 1	15	24	0.82853	0.40314
2006	 1	16	24	0.75763	0.38734
2006	 1	17	24	0.82877	0.37371
2006	 1	18	24	0.79800	0.36184
2006	 1	19	24	0.70368	0.35157
2006	 1	20	24	1.41743	0.39617
2006	 1	21	24	2.30213	0.52257
2006	 1	22	24	1.90761	0.51330
2006	 1	23	24	1.56754	0.47606
2006	 1	24	24	1.42314	0.44568
2006	 1	25	24	1.20732	0.42095
2006	 1	26	24	1.02587	0.40049
2006	 1	27	24	0.94622	0.38347
2006	 1	28	24	0.97020	0.41413
2006	 1	29	24	0.95890	0.48675
2006	 1	30	24	0.93882	0.52617
2006	 1	31	24	0.91150	0.56787
2006	 2	 1	24	1.04914	0.81922
2006	 2	 2	24	1.09966	0.96575
2006	 2	 3	24	0.99218	0.88798
2006	 2	 4	24	0.86820	0.78297
2006	 2	 5	24	0.76661	0.70214
2006	 2	 6	24	0.79746	0.63647
2006	 2	 7	24	2.64385	1.35801
2006	 2	 8	24	2.97066	1.46325
2006	 2	 9	24	3.07943	1.33927
2006	 2	10	24	3.07853	1.15790
2006	 2	11	24	2.63872	1.01345
2006	 2	12	24	2.32178	0.90030
2006	 2	13	24	2.18203	0.81790
2006	 2	14	24	2.18868	0.79906
2006	 2	15	24	2.19419	0.73997
2006	 2	16	24	2.34072	0.76164
2006	 2	17	24	2.40313	0.90895
2006	 2	18	24	2.26039	0.99509
2006	 2	19	24	2.13364	1.15282
2006	 2	20	24	1.94655	1.18496
2006	 2	21	24	1.70964	1.08598
2006	 2	22	24	1.45811	0.96830
2006	 2	23	24	1.25768	0.87357
2006	 2	24	24	1.15978	0.81791
2006	 2	25	24	1.02977	0.75779
2006	 2	26	24	0.91800	0.70597
2006	 2	27	24	0.88363	0.66379
2006	 2	28	24	1.06907	0.62901
2006	 3	 1	24	1.25709	0.59951
2006	 3	 2	24	1.37072	0.57454
2006	 3	 3	24	1.45202	0.55402
2006	 3	 4	24	1.29145	0.53582
2006	 3	 5	24	1.31350	0.52001
2006	 3	 6	24	1.37201	0.50821
2006	 3	 7	24	1.44412	0.49634
2006	 3	 8	24	1.51634	0.48492
2006	 3	 9	24	2.13002	0.47675
2006	 3	10	24	2.41677	0.52995
2006	 3	11	24	2.65990	0.57558
2006	 3	12	24	2.22827	0.55456
2006	 3	13	24	1.86591	0.53320
2006	 3	14	24	1.61760	0.51367
2006	 3	15	24	1.39843	0.49573
2006	 3	16	24	1.30361	0.47985
2006	 3	17	24	1.19646	0.46564
2006	 3	18	24	1.13892	0.45294
2006	 3	19	24	1.49783	0.49415
2006	 3	20	24	1.84184	0.67912
2006	 3	21	24	2.02768	0.86620
2006	 3	22	24	1.92417	0.99014
2006	 3	23	24	1.78573	1.05315
2006	 3	24	24	1.69157	1.15957
2006	 3	25	24	1.81667	1.63267
2006	 3	26	24	2.95723	3.62362
2006	 3	27	24	3.68281	5.18181
2006	 3	28	24	3.83564	5.72140
2006	 3	29	24	3.80938	6.05567
2006	 3	30	24	5.30521	8.45130
2006	 3	31	24	5.52514	9.27026
2006	 4	 1	24	5.64208	10.13365
2006	 4	 2	24	5.74516	10.98832
2006	 4	 3	24	5.58713	11.07040
2006	 4	 4	24	5.10452	10.33121
2006	 4	 5	24	4.64734	9.65716
2006	 4	 6	24	4.24619	8.90092
2006	 4	 7	24	4.00535	8.48790
2006	 4	 8	24	4.07531	8.97629
2006	 4	 9	24	4.33742	9.95443
