Feuchte [%]
2000 11 07 24	74.681	74.76	76.167	96.458	9999	93.083	85.263	79.508
2000 11 08 24	82.442	80.427	77.917	97.542	9999	94.121	86.904	85.846
2000 11 09 24	79	77.469	76.833	95.708	9999	92.146	84.325	82.108
2000 11 10 24	76.896	79.125	71.625	83.917	9999	84.271	80.308	79.588
2000 11 11 24	77.748	75.031	71.167	88.375	9999	86.783	79.688	78.05
2000 11 12 24	69.912	66.198	72.458	95.458	9999	89.958	76.763	70.721
2000 11 13 24	77.158	72.927	74.875	96.5	9999	98.121	81.312	76.4
2000 11 14 24	93.108	88.927	91.333	96.958	9999	98.217	93.196	92.279
2000 11 15 24	89.194	82.229	83.25	96.375	9999	97.138	96.146	97.058
2000 11 16 24	79.973	82.552	76.417	95.292	9999	94.433	87.396	85.996
2000 11 17 24	98.54	98.865	94.583	96.75	9999	98.129	97.679	99.904
2000 11 18 24	85.55	79.177	77.667	94.375	9999	96.525	94.35	89.046
2000 11 19 24	74.794	71.51	73.5	95.375	9999	95.612	84.179	82.975
2000 11 20 24	80.319	82.521	82.583	96.583	9999	96.346	84.975	83.746
2000 11 21 24	98.144	91.99	93.458	96.542	9999	98.629	99.688	99.321
2000 11 22 24	84.121	76.792	81.042	96.625	9999	99.362	94.65	88.125
2000 11 23 24	83.704	88.521	80	96.875	9999	99.204	90.963	90.442
2000 11 24 24	86.498	92.938	83.542	96.917	9999	98.542	84.571	90.954
2000 11 25 24	99.287	98.031	96.167	96.417	9999	98.146	98.792	99.833
2000 11 26 24	94.369	86.906	87.542	96.833	9999	99.225	99.317	97.967
2000 11 27 24	92.221	84.167	84.542	96.542	9999	99.421	98.425	94.842
2000 11 28 24	91.069	83.896	83.625	97	9999	97.967	95.954	93.921
2000 11 29 24	86.552	81.51	87.667	96.958	9999	97.312	88.267	87.696
2000 11 30 24	90.354	87.698	87.792	96.583	9999	98.767	89.929	90.596
2000 12 01 24	85.237	93.333	90.833	98.792	9999	96.079	68.354	96.258
2000 12 02 24	88.394	91.365	90.917	97	9999	94.154	88.479	88.975
2000 12 03 24	88.902	87.042	87.75	97.042	9999	96.513	86.562	89.096
2000 12 04 24	90.577	88.958	87.917	98.75	9999	97.088	94.983	92.379
2000 12 05 24	85.735	80.281	83.625	99.542	9999	98.362	89.258	85.325
2000 12 06 24	94.329	86.187	85.958	99.292	9999	97.454	92.042	87.963
2000 12 07 24	93.802	80.958	86.792	99.583	9999	97.379	93.279	87.171
2000 12 08 24	78.912	70.771	80.167	99.25	9999	97.487	83.608	81.321
2000 12 09 24	88.821	80.062	89.5	99.458	9999	96.713	90.179	92.846
2000 12 10 24	85.075	81.333	81.417	98.25	9999	95.633	90.912	89.167
2000 12 11 24	77.194	72.75	74.583	87.417	9999	87.675	84.879	79.279
2000 12 12 24	85.233	80.083	79.583	92.5	9999	93.846	93.158	85.583
2000 12 13 24	61.556	59.458	60.833	78.917	9999	75.575	69.438	61.608
